news,news_category,views,poster,time,date,news_link
"Tinubu Submits Forms, Includes ‘Place Holder’ As VP",Politics," / , / ,  / , (34724 Views) ",dre11,5:30am,Jun 16,https://www.nairaland.com/7180588/tinubu-submits-forms-includes-place
NERC To Nigerians: Expect Improved Electricity Supply From July 1,Politics," / , / ,  / , (10952 Views) ",ijustdey,9:28am,Jun 16,https://www.nairaland.com/7180853/nerc-nigerians-expect-improved-electricity
"Can ‘Obidient’ Nigerians Surprise Tinubu, Atiku In 2023?",Politics," / , / ,  / , (12659 Views) ",bennybuhari,7:05am,Jun 16,https://www.nairaland.com/7180657/obidient-nigerians-surprise-tinubu-atiku
"130,000 People Unfollow Mbaka After Peter Obi Statement",Politics," / , / ,  / , (62825 Views) ",FactBoyz,9:15am,Jun 16,https://www.nairaland.com/7180822/130000-people-unfollow-mbaka-after
"INEC Officials Demand Payment Before PVC Registration In Benue LGA (pix, Video)",Politics," / , / ,  / , (17259 Views) ",Edge247,9:22am,Jun 16,https://www.nairaland.com/7180836/inec-officials-demand-payment-before
Odion Ighalo Celebrates His 33rd Birthday Today,Sports," / , / ,  / , (18719 Views) ",damilola4162,9:36am,Jun 16,https://www.nairaland.com/7180879/odion-ighalo-celebrates-33rd-birthday
"2022/23 English Premier League Fixtures Released,",Sports," / , / ,  / , (31028 Views) ",judatech,9:22am,Jun 16,https://www.nairaland.com/7180838/2022-23-english-premier-league
"After Buhari Give Us Peter Obi, Northerners Sing, Dance(Watch)",Politics," / , / ,  / , (32574 Views) ",Umedia,8:51pm,Jun 15,https://www.nairaland.com/7180294/after-buhari-give-us-peter
Ekiti Guber Candidates Sign Peace Accord Ahead Of Poll,Politics," / , / ,  / , (7804 Views) ",ghettokid1,10:23am,Jun 16,https://www.nairaland.com/7180949/ekiti-guber-candidates-sign-peace
Lagos Comprehensive School Students Receive E-learning Tablets,Education," / , / ,  / , (20928 Views) ",money121,9:09pm,Jun 15,https://www.nairaland.com/7180310/lagos-comprehensive-school-students-receive
Dad Sends His Wife Hilarious Photos Everytime She Asks If The Kids Are Okay,Family," / , / ,  / , (65698 Views) ",Ishilove,5:01pm,Jun 15,https://www.nairaland.com/7180013/dad-sends-wife-hilarious-photos
"Oyinbo People Queue To Buy Nigerian Jollof Rice From ""Mama Put"" In London.",Food," / , / ,  / , (90702 Views) ",HarlequinLekex,9:28pm,Jun 15,https://www.nairaland.com/7180335/oyinbo-people-queue-buy-nigerian
"Atiku Picks Okowa As VP Candidate, Will Present Him This Morning",Politics," / , / ,  / , (43217 Views) ",osinbanjoisaliar,9:39am,Jun 16,https://www.nairaland.com/7180887/atiku-picks-okowa-vp-candidate
 Bayo Onanuga: PDP Is Afraid Of Muslim-Muslim Ticket,Politics," / , / ,  / , (18867 Views) ",Adaidemili,11:51am,Jun 16,https://www.nairaland.com/7181160/bayo-onanuga-pdp-afraid-muslim-muslim
Fayemi: Ekiti Attracted $500 Million World Bank Projects In 4 Years,Politics," / , / ,  / , (6239 Views) ",sojiboy,10:34am,Jun 16,https://www.nairaland.com/7180965/fayemi-ekiti-attracted-500-million
"Stella Oduah, Uche Ekwunife: Anambra Is A PDP State, Labour Party Is No Threat",Politics," / , / ,  / , (17316 Views) ",politicoNG,11:13am,Jun 16,https://www.nairaland.com/7181087/stella-oduah-uche-ekwunife-anambra
"Lagos Tenant Rapes Neighbour’s 16-year-old Daughter, Commits Suicide",Crime," / , / ,  / , (41939 Views) ",FutureIsFemale,10:16pm,Jun 15,https://www.nairaland.com/7180390/lagos-tenant-rapes-neighbours-16-year-old
"Okowa Reacts To Emergence As Atiku's Running Mate, Makes Pledge",Politics," / , / ,  / , (42205 Views) ",aminulive,3:07pm,Jun 16,https://www.nairaland.com/7181487/okowa-reacts-emergence-atikus-running
Man Caught Defrauding His Elderly Helper/host In USA 6 Months After Relocating,Crime," / , / ,  / , (41051 Views) ",StagethemTVee,3:27am,Jun 16,https://www.nairaland.com/7180553/man-caught-defrauding-elderly-helper
Happy Birthday To Me!!! Maureensylvia,Events," / , / ,  / , (38246 Views) ",maureensylvia,10:51am,Jun 16,https://www.nairaland.com/7181022/happy-birthday-me-maureensylvia
"IPOB Kills 1, Pastes Sit-At-Home On His Body In Anambra",Politics," / , / ,  / , (44922 Views) ",OyigboUpdate,1:36pm,Jun 16,https://www.nairaland.com/7181340/ipob-kills-1-pastes-sit-at-home
"Suspected Herdsmen Kill 5 In Enugu, Burn Houses",Politics," / , / ,  / , (22740 Views) ",LILTJAY,12:21pm,Jun 16,https://www.nairaland.com/7181213/suspected-herdsmen-kill-5-enugu
David Hundeyin Takes A Swipe At Tinubu Over Peter Obi,Politics," / , / ,  / , (69563 Views) ",NaijaRoyalty,6:24am,Jun 16,https://www.nairaland.com/7180623/david-hundeyin-takes-swipe-tinubu
Lagos Begins Deconstruction Of Three Structures On Ikoyi Building Collapse Site,Properties," / , / ,  / , (26390 Views) ",OLUDERU,4:30pm,Jun 16,https://www.nairaland.com/7181602/lagos-begins-deconstruction-three-structures
Peter Obi: I Have Not Issued Any Statement In Reply To Fr. Mbaka's Comment,Politics," / , / ,  / , (29717 Views) ",ganisucks,5:47pm,Jun 16,https://www.nairaland.com/7181721/peter-obi-not-issued-statement
Did Peter Obi Betray Atiku?,Politics," / , / ,  / , (24195 Views) ",TooNoisy,12:10pm,Jun 15,https://www.nairaland.com/7179538/did-peter-obi-betray-atiku
Lagos Police Rescue 53 Year Old Woman From Lynch Mob.,Crime," / , / ,  / , (23980 Views) ",naptu2,7:09pm,Jun 16,https://www.nairaland.com/7181855/lagos-police-rescue-53-year
Nigeria Musicians Who Couldn't Handle Fame (opinion),Music/Radio," / , / ,  / , (80029 Views) ",KiNg0G,11:15am,Jun 16,https://www.nairaland.com/7181097/nigeria-musicians-couldnt-handle-fame
My First Time Of Making Coconut Fried Rice.,Food," / , / ,  / , (25605 Views) ",Chopchopfine,9:31am,Jun 16,https://www.nairaland.com/7180862/first-time-making-coconut-fried
Police Officers Flog PHED officials for attempting to disconnect Boss light ,Crime," / , / ,  / , (19921 Views) ",ULTIMATEMediaNg,3:35pm,Jun 16,https://www.nairaland.com/7181525/police-officers-flog-phed-officials
Constituents Disown Orji Kalu For Advocating Muslim/muslim Ticket For Tinubu,Politics," / , / ,  / , (23733 Views) ",powerfulguy,1:54pm,Jun 16,https://www.nairaland.com/7181374/constituents-disown-orji-kalu-advocating
PVC: You are an Enemy Of Nigeria If You Don't Have This.,Politics," / , / ,  / , (42401 Views) ",Toks2008,3:51pm,Jun 16,https://www.nairaland.com/7181552/pvc-enemy-nigeria-dont
CCTV: Househelp Caught Trying To Suffocate Her Colleague In Abuja  (video),Crime," / , / ,  / , (50377 Views) ",frankleesehi,4:51pm,Jun 16,https://www.nairaland.com/7181632/cctv-househelp-caught-trying-suffocate
Throwback Video Of Peter Obi Declining When Mbaka Asked Him For Money,Politics," / , / ,  / , (56256 Views) ",NwekeUG,5:03pm,Jun 16,https://www.nairaland.com/7181650/throwback-video-peter-obi-declining
10 Reasons Why I Support The Atiku-okowa Ticket - Reno Omokri,Politics," / , / ,  / , (30467 Views) ",kidap,4:27pm,Jun 16,https://www.nairaland.com/7181598/10-reasons-why-support-atiku-okowa
Nigerians Knock Mbaka For Calling Peter Obi A Stingy Man,Politics," / , / ,  / , (37166 Views) ",thatigboman1,5:42pm,Jun 16,https://www.nairaland.com/7181710/nigerians-knock-mbaka-calling-peter
Ifeanyi Kalu Becomes Twelve23 Projects Brand Ambassador (Photos),Celebrities," / , / ,  / , (34061 Views) ",GLeesMODEL,8:01pm,Jun 16,https://www.nairaland.com/7181912/ifeanyi-kalu-becomes-twelve23-projects
2023: Lady Dumps Her Boyfriend For Not Getting His PVC To Support Obi (Pix),Politics," / , / ,  / , (44935 Views) ",pinkPUSSY,5:31pm,Jun 16,https://www.nairaland.com/7181695/2023-lady-dumps-boyfriend-not
Tinubu: A.P.C Group Calls For Adoption Of Ezekiel Afunkoyo As Vice President,Politics," / , / ,  / , (46356 Views) ",Nasreports77,6:35am,Jun 16,https://www.nairaland.com/7180631/tinubu-a.p.c-group-calls-adoption
NUC Grants Enugu License For State University Of Medical And Applied Sciences,Education," / , / ,  / , (5867 Views) ",OEPHIUS,6:47am,,https://www.nairaland.com/7182400/nuc-grants-enugu-license-state
Reno Omokri Apologizes To Bola Tinubu,Politics," / , / ,  / , (44488 Views) ",Biodun556,10:23pm,Jun 16,https://www.nairaland.com/7182120/reno-omokri-apologizes-bola-tinubu
Okowa's Achievements In Last 7 Years As Governor Of Delta State,Politics," / , / ,  / , (32555 Views) ",SATANICALLY,5:01am,,https://www.nairaland.com/7182342/okowas-achievements-last-7-years
"Buhari: We Have Made Impact On Security, Economy, Corruption",Politics," / , / ,  / , (14704 Views) ",LordviccoDaGuru,7:26am,,https://www.nairaland.com/7182439/buhari-made-impact-security-economy
"APC Candidate, Oyebanji Not Disqualified From Ekiti Guber Poll – Court",Politics," / , / ,  / , (11831 Views) ",sojiboy,5:07am,,https://www.nairaland.com/7182345/apc-candidate-oyebanji-not-disqualified
Kassim Afegbua To Resign Over Atiku’s Choice Of Okowa As Running Mate,Politics," / , / ,  / , (57879 Views) ",1gbofam,8:06pm,Jun 16,https://www.nairaland.com/7181914/kassim-afegbua-resign-over-atikus
"Akeredolu, Malami Clash Over Restructuring",Politics," / , / ,  / , (22494 Views) ",dre11,6:39am,,https://www.nairaland.com/7182393/akeredolu-malami-clash-over-restructuring
Peter Obi's Trip To Epypt: Nigerians Hail LP Presidential Candidate ,Politics," / , / ,  / , (28139 Views) ",smartidemudia28,3:20pm,Jun 16,https://www.nairaland.com/7181507/peter-obis-trip-epypt-nigerians
"No Deadline Extension, INEC Insists As Parties Submit Lists Today",Politics," / , / ,  / , (18158 Views) ",ogododo,8:42am,,https://www.nairaland.com/7182534/no-deadline-extension-inec-insists
"My Cousin Brought This To Me, Please Help Me!",Education," / , / ,  / , (55451 Views) ",Abusadiq01,11:39pm,Jun 16,https://www.nairaland.com/7182205/cousin-brought-me-please-me
How To Make Dough Braids For Breakfast (pictures & video) ,Food," / , / ,  / , (24417 Views) ",ama19,11:21pm,Jun 06,https://www.nairaland.com/7165419/how-make-dough-braids-breakfast
"Meet Fabian Obi, Peter Obi’s Elder Brother Who Is A Catholic Priest",Politics," / , / ,  / , (69966 Views) ",Beremx,9:45pm,Jun 16,https://www.nairaland.com/7182052/meet-fabian-obi-peter-obis
